date,cases,country,city
2022-01-04,5355,Finland,Helsinki
2022-01-05,5193,Finland,Helsinki
2022-01-06,4528,Finland,Helsinki
2022-01-07,5031,Finland,Helsinki
2022-01-08,3305,Finland,Helsinki
2022-01-09,4094,Finland,Helsinki
2022-01-10,5250,Finland,Helsinki
2022-01-11,4742,Finland,Helsinki
2022-01-12,4589,Finland,Helsinki
2022-01-13,4313,Finland,Helsinki
2022-01-14,4300,Finland,Helsinki
2022-01-15,3298,Finland,Helsinki
2022-01-16,3721,Finland,Helsinki
2022-01-17,4596,Finland,Helsinki
2022-01-18,4249,Finland,Helsinki
2022-01-19,4247,Finland,Helsinki
2022-01-20,3829,Finland,Helsinki
2022-01-21,3441,Finland,Helsinki
2022-01-22,2300,Finland,Helsinki
2022-01-23,2429,Finland,Helsinki
2022-01-24,3904,Finland,Helsinki
2022-01-25,3228,Finland,Helsinki
2022-01-26,2447,Finland,Helsinki
2022-01-27,2855,Finland,Helsinki
2022-01-28,2508,Finland,Helsinki
2022-01-29,1899,Finland,Helsinki
2022-01-30,1939,Finland,Helsinki
2022-01-31,3134,Finland,Helsinki
2022-02-01,2731,Finland,Helsinki
2022-02-02,2684,Finland,Helsinki
2022-02-03,2291,Finland,Helsinki
2022-02-04,2171,Finland,Helsinki
2022-02-05,1456,Finland,Helsinki
2022-02-06,1912,Finland,Helsinki
2022-02-07,2885,Finland,Helsinki
2022-02-08,2540,Finland,Helsinki
2022-02-09,2426,Finland,Helsinki
2022-02-10,2097,Finland,Helsinki
2022-02-11,1910,Finland,Helsinki
2022-02-12,1370,Finland,Helsinki
2022-02-13,1747,Finland,Helsinki
2022-02-14,2374,Finland,Helsinki
2022-02-15,2094,Finland,Helsinki
2022-02-16,2077,Finland,Helsinki
2022-02-17,1977,Finland,Helsinki
2022-02-18,1893,Finland,Helsinki
2022-02-19,1250,Finland,Helsinki
2022-02-20,1441,Finland,Helsinki
2022-02-21,2106,Finland,Helsinki
2022-02-22,1836,Finland,Helsinki
2022-02-23,1776,Finland,Helsinki
2022-02-24,1635,Finland,Helsinki
2022-02-25,1554,Finland,Helsinki
2022-02-26,1257,Finland,Helsinki
2022-02-27,1684,Finland,Helsinki
2022-02-28,2463,Finland,Helsinki
2022-03-01,1927,Finland,Helsinki
2022-03-02,2020,Finland,Helsinki
2022-03-03,1798,Finland,Helsinki
2022-03-04,1610,Finland,Helsinki
2022-03-05,1176,Finland,Helsinki
2022-03-06,1394,Finland,Helsinki
2022-03-07,2487,Finland,Helsinki
2022-03-08,2370,Finland,Helsinki
2022-03-09,2717,Finland,Helsinki
2022-03-10,2415,Finland,Helsinki
2022-03-11,2160,Finland,Helsinki
2022-03-12,1518,Finland,Helsinki
2022-03-13,1827,Finland,Helsinki
2022-03-14,3040,Finland,Helsinki
2022-03-15,2769,Finland,Helsinki
2022-03-16,2967,Finland,Helsinki
2022-03-17,2662,Finland,Helsinki
2022-03-18,2288,Finland,Helsinki
2022-03-19,1622,Finland,Helsinki
2022-03-20,2029,Finland,Helsinki
2022-03-21,3278,Finland,Helsinki
2022-03-22,3331,Finland,Helsinki
2022-03-23,3119,Finland,Helsinki
2022-03-24,2798,Finland,Helsinki
2022-03-25,2454,Finland,Helsinki
2022-03-26,1592,Finland,Helsinki
2022-03-27,1875,Finland,Helsinki
2022-03-28,3179,Finland,Helsinki
2022-03-29,2553,Finland,Helsinki
2022-03-30,2589,Finland,Helsinki
2022-03-31,2410,Finland,Helsinki
2022-04-01,1822,Finland,Helsinki
2022-04-02,1299,Finland,Helsinki
2022-04-03,1553,Finland,Helsinki
2022-04-04,2426,Finland,Helsinki
2022-04-05,2079,Finland,Helsinki
2022-04-06,2199,Finland,Helsinki
2022-04-07,1837,Finland,Helsinki
2022-04-08,1641,Finland,Helsinki
2022-04-09,1134,Finland,Helsinki
2022-04-10,1348,Finland,Helsinki
2022-04-11,2255,Finland,Helsinki
2022-04-12,1773,Finland,Helsinki
2022-04-13,1718,Finland,Helsinki
2022-04-14,1402,Finland,Helsinki
2022-04-15,787,Finland,Helsinki
2022-04-16,851,Finland,Helsinki
2022-04-17,941,Finland,Helsinki
2022-04-18,1225,Finland,Helsinki
2022-04-19,2089,Finland,Helsinki
2022-04-20,1424,Finland,Helsinki
2022-04-21,1317,Finland,Helsinki
2022-04-22,1026,Finland,Helsinki
2022-04-23,644,Finland,Helsinki
2022-04-24,690,Finland,Helsinki
2022-04-25,1227,Finland,Helsinki
2022-04-26,1016,Finland,Helsinki
2022-04-27,978,Finland,Helsinki
2022-04-28,853,Finland,Helsinki
2022-04-29,787,Finland,Helsinki
2022-04-30,497,Finland,Helsinki
2022-05-01,549,Finland,Helsinki
2022-05-02,1081,Finland,Helsinki
2022-05-03,914,Finland,Helsinki
2022-05-04,915,Finland,Helsinki
2022-05-05,860,Finland,Helsinki
2022-05-06,759,Finland,Helsinki
2022-05-07,435,Finland,Helsinki
2022-05-08,495,Finland,Helsinki
2022-05-09,977,Finland,Helsinki
2022-05-10,713,Finland,Helsinki
2022-05-11,734,Finland,Helsinki
2022-05-12,624,Finland,Helsinki
2022-05-13,529,Finland,Helsinki
2022-05-14,344,Finland,Helsinki
2022-05-15,375,Finland,Helsinki
2022-05-16,652,Finland,Helsinki
2022-05-17,583,Finland,Helsinki
2022-05-18,624,Finland,Helsinki
2022-05-19,484,Finland,Helsinki
2022-05-20,493,Finland,Helsinki
2022-05-21,319,Finland,Helsinki
2022-05-22,330,Finland,Helsinki
2022-05-23,684,Finland,Helsinki
2022-05-24,548,Finland,Helsinki
2022-05-25,617,Finland,Helsinki
2022-05-26,358,Finland,Helsinki
2022-05-27,612,Finland,Helsinki
2022-05-28,356,Finland,Helsinki
2022-05-29,428,Finland,Helsinki
2022-05-30,820,Finland,Helsinki
2022-05-31,582,Finland,Helsinki
2022-06-01,678,Finland,Helsinki
2022-06-02,572,Finland,Helsinki
2022-06-03,579,Finland,Helsinki
2022-06-04,375,Finland,Helsinki
2022-06-05,396,Finland,Helsinki
2022-06-06,860,Finland,Helsinki
2022-06-07,715,Finland,Helsinki
2022-06-08,763,Finland,Helsinki
2022-06-09,670,Finland,Helsinki
2022-06-10,626,Finland,Helsinki
2022-06-11,451,Finland,Helsinki
2022-06-12,352,Finland,Helsinki
2022-06-13,903,Finland,Helsinki
2022-06-14,718,Finland,Helsinki
2022-06-15,778,Finland,Helsinki
2022-06-16,672,Finland,Helsinki
2022-06-17,616,Finland,Helsinki
2022-06-18,419,Finland,Helsinki
2022-06-19,386,Finland,Helsinki
2022-06-20,1004,Finland,Helsinki
2022-06-21,853,Finland,Helsinki
2022-06-22,954,Finland,Helsinki
2022-06-23,795,Finland,Helsinki
2022-06-24,286,Finland,Helsinki
2022-06-25,263,Finland,Helsinki
2022-06-26,323,Finland,Helsinki
2022-06-27,1536,Finland,Helsinki
2022-06-28,884,Finland,Helsinki
2022-06-29,766,Finland,Helsinki
2022-06-30,621,Finland,Helsinki
2022-07-01,558,Finland,Helsinki
2022-07-02,330,Finland,Helsinki
2022-07-03,295,Finland,Helsinki
2022-07-04,829,Finland,Helsinki
2022-07-05,744,Finland,Helsinki
2022-07-06,790,Finland,Helsinki
2022-07-07,706,Finland,Helsinki
2022-07-08,672,Finland,Helsinki
2022-07-09,425,Finland,Helsinki
2022-07-10,395,Finland,Helsinki
2022-07-11,1027,Finland,Helsinki
2022-07-12,829,Finland,Helsinki
2022-07-13,867,Finland,Helsinki
2022-07-14,803,Finland,Helsinki
2022-07-15,767,Finland,Helsinki
2022-07-16,483,Finland,Helsinki
2022-07-17,400,Finland,Helsinki
2022-07-18,1070,Finland,Helsinki
2022-07-19,1013,Finland,Helsinki
2022-07-20,921,Finland,Helsinki
2022-07-21,937,Finland,Helsinki
2022-07-22,875,Finland,Helsinki
2022-07-23,559,Finland,Helsinki
2022-07-24,479,Finland,Helsinki
2022-07-25,1347,Finland,Helsinki
2022-07-26,940,Finland,Helsinki
2022-07-27,931,Finland,Helsinki
2022-07-28,773,Finland,Helsinki
2022-07-29,682,Finland,Helsinki
2022-07-30,460,Finland,Helsinki
2022-07-31,386,Finland,Helsinki
2022-08-01,1092,Finland,Helsinki
2022-08-02,848,Finland,Helsinki
2022-08-03,858,Finland,Helsinki
2022-08-04,762,Finland,Helsinki
2022-08-05,590,Finland,Helsinki
2022-08-06,338,Finland,Helsinki
2022-08-07,330,Finland,Helsinki
2022-08-08,862,Finland,Helsinki
2022-08-09,687,Finland,Helsinki
2022-08-10,614,Finland,Helsinki
2022-08-11,569,Finland,Helsinki
2022-08-12,508,Finland,Helsinki
2022-08-13,340,Finland,Helsinki
2022-08-14,249,Finland,Helsinki
2022-08-15,774,Finland,Helsinki
2022-08-16,575,Finland,Helsinki
2022-08-17,506,Finland,Helsinki
2022-08-18,463,Finland,Helsinki
2022-08-19,368,Finland,Helsinki
2022-08-20,226,Finland,Helsinki
2022-08-21,187,Finland,Helsinki
2022-08-22,590,Finland,Helsinki
2022-08-23,392,Finland,Helsinki
2022-08-24,367,Finland,Helsinki
2022-08-25,310,Finland,Helsinki
2022-08-26,284,Finland,Helsinki
2022-08-27,179,Finland,Helsinki
2022-08-28,144,Finland,Helsinki
2022-08-29,457,Finland,Helsinki
2022-08-30,301,Finland,Helsinki
2022-08-31,274,Finland,Helsinki
2022-09-01,226,Finland,Helsinki
2022-09-02,213,Finland,Helsinki
2022-09-03,135,Finland,Helsinki
2022-09-04,175,Finland,Helsinki
2022-09-05,381,Finland,Helsinki
2022-09-06,301,Finland,Helsinki
2022-09-07,3,Finland,Helsinki
2022-09-08,0,Finland,Helsinki
